id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
ATE1	9	0.99255	0.99285	0.999965	970	0	0.14332	0.087455	0.25439	0.913341	285	4	0.14332
C18orf54	10	0.99256	0.99254	0.999965	971	0	0.11547	0.16326	0.40132	0.975794	410	3	0.11547
C19orf18	10	0.99284	0.99283	0.999965	972	0	0.14132	0.4535	0.71671	0.999995	673	4	0.14132
APP	10	0.99288	0.9929	0.999965	973	0	0.36856	0.020649	0.08846	0.686974	126	6	0.36856
AGAP3	10	0.9933	0.99338	0.999965	974	0	0.42774	0.001497	0.0092822	0.402268	22	8	0.42774
ATXN1L	10	0.99347	0.99352	0.999965	975	0	0.23327	0.036104	0.14016	0.754702	185	7	0.23327
AKAP6	10	0.99364	0.99371	0.999965	976	0	0.2343	0.072355	0.2304	0.88567	257	6	0.2343
BRSK2	10	0.99385	0.99387	0.999965	977	0	0.40773	0.0002729	0.0019356	0.211071	8	8	0.40773
C10orf67	10	0.99416	0.99401	0.999965	978	0	0.30403	0.031483	0.12561	0.746598	168	6	0.30403
BRE	10	0.99562	0.99546	0.999965	979	0	0.40097	0.00029497	0.0021139	0.211071	9	9	0.40097
CASP2	10	0.99589	0.99572	0.999965	980	0	0.25577	0.0020982	0.01247	0.402268	31	7	0.25577
CAMKV	10	0.99615	0.99605	0.999965	981	0	0.32365	0.00024012	0.0017079	0.211071	7	7	0.32365
AES	10	0.9963	0.99619	0.999965	982	0	0.28395	0.02847	0.11526	0.715915	161	7	0.28395
ANKRD34B	10	0.99654	0.99644	0.999965	983	0	0.345	0.016235	0.07251	0.686974	105	7	0.345
BUB1	10	0.99675	0.99657	0.999965	984	0	0.34353	0.021117	0.089985	0.686974	129	6	0.34353
CASK	10	0.99702	0.99685	0.999965	985	0	0.36678	0.0083428	0.04251	0.57808	67	7	0.36678
C3orf55	10	0.99706	0.99688	0.999965	986	0	0.28798	0.036531	0.14163	0.754702	187	6	0.28798
BRDT	10	0.99713	0.99697	0.999965	987	0	0.257	0.027584	0.11222	0.705972	158	6	0.257
BMPR1A	10	0.99782	0.99764	0.999965	988	0	0.38912	0.018168	0.079787	0.686974	114	7	0.38912
AMER1	10	0.9985	0.99841	0.999965	989	0	0.2839	0.025283	0.10454	0.692315	151	7	0.2839
C1orf174	10	0.99851	0.99842	0.999965	990	0	0.34417	0.058517	0.19775	0.85605	231	6	0.34417
CAMK1D	10	0.99916	0.99903	0.999965	991	0	0.22347	0.02584	0.10627	0.69916	152	7	0.22347
ARAF	10	0.99955	0.99961	0.999965	992	0	0.37009	0.0011961	0.0076683	0.402268	19	8	0.37009
ARL8B	10	0.99956	0.99961	0.999965	993	0	0.20236	0.38721	0.66259	0.999995	624	4	0.20236
C9orf57	10	0.99968	0.99972	0.999965	994	0	0.4248	0.0085991	0.043391	0.57808	73	7	0.4248
C5orf52	10	0.99974	0.99981	0.999965	995	0	0.35735	0.002984	0.016688	0.43651	37	8	0.35735
ACVR1C	10	0.99986	0.99985	0.999965	996	0	0.36497	0.0030819	0.017243	0.43651	39	8	0.36497
CASP8	10	0.99995	0.99993	0.999965	997	0	0.46173	5.0185e-05	0.00040099	0.100248	4	10	0.46173
CAMK1G	10	0.99997	0.99994	0.999965	998	0	0.45035	2.7401e-05	0.00027228	0.090759	3	10	0.45035
C7orf34	10	0.99998	0.99995	0.999965	999	0	0.45211	2.4848e-05	0.00025248	0.090759	2	10	0.45211
BIN1	10	0.99998	0.99997	0.999965	1000	0	0.49656	1.5809e-05	0.00015347	0.090759	1	10	0.49656
