sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
C19orf53_m13885331	C19orf53	142.78/115.44	134.17/241.75	129.11	187.96	0.53831	373.76	3327.3	1.0202	0.84421	0.15579	0.31158	0.54041	True
ABT1_p26597240	ABT1	116.82/367	190.56/131.07	241.91	160.81	-0.58611	31295	6374.9	1.0201	0.15384	0.84616	0.30769	0.53688	False
AFMID_m76183493	AFMID	438.44/186.09	226.21/212.62	312.26	219.41	-0.50717	31842	8303.8	1.02	0.15386	0.84614	0.30772	0.53688	False
AIMP1_p107246177	AIMP1	174.51/77.536	43.427/97.864	126.02	70.645	-0.82616	4702.2	3244.9	1.0191	0.15409	0.84591	0.30818	0.53759	False
APEH_m49711994	APEH	235.09/118.89	217.78/0	176.99	108.89	-0.6957	6751.1	4612.5	1.0189	0.15414	0.84586	0.30827	0.53759	False
C4orf3_m120221642	C4orf3	1866.3/1088.9	1457.1/1082.9	1477.6	1270	-0.21829	3.0212e+05	41528	1.0188	0.15414	0.84586	0.30828	0.53759	False
C19orf53_m13888885	C19orf53	653.34/870.12	480.93/747.96	761.73	614.45	-0.30954	23498	20909	1.0186	0.15421	0.84579	0.30841	0.53764	False
ARID1B_p157099056	ARID1B	380.75/553.09	372.04/333.2	466.92	352.62	-0.40405	14849	12595	1.0185	0.15422	0.84578	0.30845	0.53764	False
C4orf19_p37591876	C4orf19	804.78/911.47	554.82/848.15	858.13	701.49	-0.29039	5692.4	23655	1.0184	0.15424	0.84576	0.30848	0.53764	False
BHLHB9_m102004062	BHLHB9	497.58/603.06	584.64/764.85	550.32	674.75	0.2936	5562.9	14932	1.0183	0.84573	0.15427	0.30855	0.53767	True
ANKRD32_m93964532	ANKRD32	667.76/828.77	1067.5/720.58	748.27	894.05	0.25649	12962	20527	1.0175	0.84555	0.15445	0.3089	0.53819	True
C2orf15_p99767189	C2orf15	708.14/472.11	602.14/835.92	590.13	719.03	0.28459	27857	16052	1.0174	0.84552	0.15448	0.30895	0.53819	True
ANKRD1_m92678910	ANKRD1	227.88/105.1	180.84/286.02	166.49	233.43	0.48507	7536.4	4329.5	1.0173	0.84461	0.15539	0.31078	0.53986	True
C19orf47_p40842275	C19orf47	465.85/160.24	134.82/305.82	313.04	220.32	-0.50483	46698	8325.3	1.0173	0.15451	0.84549	0.30902	0.5382	False
C10orf25_p45496268	C10orf25	923.04/1052.8	667.6/971.65	987.9	819.63	-0.2691	8414	27370	1.0171	0.15454	0.84546	0.30908	0.5382	False
CABYR_p21735831	CABYR	856.7/661.64	819.92/992.04	759.17	905.98	0.25475	19024	20836	1.0171	0.84544	0.15456	0.30912	0.5382	True
C6orf52_p10687323	C6orf52	207.68/422.14	429.08/386.8	314.91	407.94	0.37236	22995	8376.7	1.0164	0.84524	0.15476	0.30952	0.53867	True
ATP1A3_m42492504	ATP1A3	1178.3/1338.8	1338.4/797.47	1258.6	1068	-0.2367	12874	35170	1.0163	0.15475	0.84525	0.3095	0.53867	False
C11orf85_p64726824	C11orf85	1280.7/1898.8	1832.3/1777.3	1589.7	1804.8	0.18295	1.9099e+05	44796	1.0162	0.84522	0.15478	0.30955	0.53867	True
ADCK3_m227149153	ADCK3	1217.3/2365.7	1921.1/2119.2	1791.5	2020.2	0.17324	6.5946e+05	50696	1.0157	0.84512	0.15488	0.30975	0.53893	True
C19orf10_p4670193	C19orf10	861.02/1149.3	1211.4/1137.7	1005.1	1174.5	0.22449	41538	27864	1.0148	0.84491	0.15509	0.31019	0.5395	True
API5_m43342369	API5	1230.2/1123.4	899.65/1086.4	1176.8	993.03	-0.24477	5706.7	32808	1.0147	0.15512	0.84488	0.31023	0.5395	False
C1orf52_m85725240	C1orf52	177.4/461.77	243.06/209.13	319.58	226.09	-0.49741	40434	8505.4	1.0147	0.15514	0.84486	0.31027	0.5395	False
C3orf30_p118865041	C3orf30	206.24/272.24	178.89/139.22	239.24	159.06	-0.58588	2177.6	6302	1.0146	0.15515	0.84485	0.3103	0.5395	False
C21orf91_p19169143	C21orf91	1253.3/1026.9	856.22/1062.5	1140.1	959.37	-0.24878	25628	31748	1.0144	0.1552	0.8448	0.31039	0.53957	False
C17orf75_m30669027	C17orf75	408.16/479	727.88/380.97	443.58	554.43	0.32116	2509.3	11944	1.0143	0.84477	0.15523	0.31046	0.53959	True
AIFM1_m129299570	AIFM1	878.33/952.83	746.68/761.94	915.58	754.31	-0.27919	2774.9	25297	1.0139	0.15531	0.84469	0.31061	0.53976	False
C19orf38_m10961002	C19orf38	1847.5/1779.9	1595.1/1572.8	1813.7	1584	-0.19528	2288.1	51348	1.0138	0.15533	0.84467	0.31067	0.53977	False
CCDC117_p29168866	CCDC117	539.4/492.78	639.73/632.04	516.09	635.89	0.30061	1086.7	13972	1.0135	0.84458	0.15542	0.31084	0.53988	True
C6orf226_p42858445	C6orf226	499.02/334.26	462.79/584.85	416.64	523.82	0.32956	13572	11194	1.013	0.84447	0.15553	0.31106	0.53998	True
C11orf30_m76157988	C11orf30	2575.9/2567.3	2185.6/2407.6	2571.6	2296.6	-0.1631	36.682	73716	1.0128	0.15557	0.84443	0.31113	0.53998	False
C11orf42_m6226903	C11orf42	532.19/985.56	686.4/1123.7	758.88	905.04	0.25381	1.0277e+05	20828	1.0128	0.84442	0.15558	0.31116	0.53998	True
BIVM_p103474111	BIVM	636.03/453.15	755.75/579.61	544.59	667.68	0.2935	16722	14771	1.0128	0.84441	0.15559	0.31117	0.53998	True
C10orf120_p124459151	C10orf120	1077.4/625.45	739.55/653.01	851.41	696.28	-0.28981	1.0211e+05	23464	1.0127	0.15559	0.84441	0.31119	0.53998	False
ANAPC11_p79852378	ANAPC11	517.77/1304.3	1066.2/434.56	911.05	750.39	-0.27954	3.0933e+05	25168	1.0127	0.15561	0.84439	0.31122	0.53998	False
BRWD1_m40685174	BRWD1	419.69/273.96	605.38/283.11	346.83	444.24	0.35622	10619	9257.4	1.0125	0.84432	0.15568	0.31136	0.54012	True
C2orf43_m20990063	C2orf43	517.77/1250.9	981.96/1102.7	884.34	1042.3	0.23691	2.6875e+05	24404	1.0114	0.84409	0.15591	0.31182	0.54074	True
CBX7_m39545804	CBX7	749.97/658.19	802.42/325.05	704.08	563.73	-0.32022	4211.6	19273	1.011	0.15602	0.84398	0.31204	0.54102	False
ARHGEF10_m1808061	ARHGEF10	362/680.59	460.84/821.94	521.3	641.39	0.29858	50749	14118	1.0107	0.84393	0.15607	0.31215	0.54111	True
ANP32B_p100767379	ANP32B	884.1/1082.1	936.59/696.11	983.08	816.35	-0.26781	19593	27231	1.0103	0.15617	0.84383	0.31234	0.54134	False
BCHE_p165548487	BCHE	774.49/1288.8	691.59/1029.9	1031.7	860.74	-0.26102	1.3227e+05	28626	1.0101	0.15621	0.84379	0.31243	0.54134	False
CAV2_p116139883	CAV2	0/196.42	103.71/0	98.212	51.853	-0.90853	19291	2506.5	1.0101	0.15622	0.84378	0.31244	0.54134	False
C11orf85_p64726835	C11orf85	432.67/299.8	416.77/115.92	366.24	266.34	-0.45802	8827.3	9794.5	1.0098	0.15631	0.84369	0.31261	0.54155	False
C10orf118_p115922947	C10orf118	454.31/494.51	523.06/654.17	474.41	588.62	0.31062	807.89	12805	1.0093	0.84359	0.15641	0.31283	0.54182	True
AEBP2_p19615498	AEBP2	918.71/880.46	641.68/839.42	899.59	740.55	-0.28033	731.62	24840	1.0091	0.15646	0.84354	0.31293	0.54182	False
ATF4_p39917770	ATF4	790.35/771.91	744.09/522.52	781.13	633.3	-0.30223	170.05	21461	1.0091	0.15647	0.84353	0.31293	0.54182	False
C5orf38_m2752443	C5orf38	944.67/556.53	812.14/978.64	750.6	895.39	0.25416	75326	20593	1.009	0.8435	0.1565	0.313	0.54184	True
C7orf43_m99755899	C7orf43	836.5/1154.4	867.89/1458.1	995.46	1163	0.22417	50535	27587	1.0085	0.8434	0.1566	0.3132	0.5421	True
C5orf22_m31534467	C5orf22	1220.1/744.34	980.02/1317.1	982.24	1148.6	0.22545	1.1319e+05	27207	1.0083	0.84333	0.15667	0.31333	0.54223	True
C19orf57_p14006232	C19orf57	585.55/499.67	718.16/611.65	542.61	664.9	0.29273	3687.6	14716	1.0081	0.8433	0.1567	0.31341	0.54227	True
ARX_m25033756	ARX	784.58/425.58	578.81/890.09	605.08	734.45	0.27911	64440	16474	1.0079	0.84325	0.15675	0.31349	0.54229	True
AP5Z1_m4820814	AP5Z1	2.8845/456.6	162.69/140.97	229.74	151.83	-0.59436	1.0293e+05	6043.1	1.0077	0.15679	0.84321	0.31359	0.54229	False
C16orf52_m22019680	C16orf52	1349.9/1132	1615.2/1241.9	1241	1428.6	0.20294	23746	34662	1.0076	0.84318	0.15682	0.31364	0.54229	True
C1orf228_p45155362	C1orf228	846.6/575.49	1029.3/673.98	711.04	851.63	0.25995	36751	19470	1.0075	0.84316	0.15684	0.31369	0.54229	True
APEH_p49711926	APEH	406.71/611.67	593.71/188.15	509.19	390.93	-0.38043	21003	13778	1.0075	0.15685	0.84315	0.31369	0.54229	False
AKIP1_m8933093	AKIP1	641.8/625.45	816.68/715.34	633.63	766.01	0.27333	133.61	17279	1.0071	0.84305	0.15695	0.31389	0.54247	True
ATF5_p50434148	ATF5	1537.4/844.28	848.44/1166.2	1190.9	1007.3	-0.24125	2.4024e+05	33213	1.0071	0.15695	0.84305	0.3139	0.54247	False
CAND2_p12838257	CAND2	53.363/153.35	273.52/36.699	103.36	155.11	0.58106	4998.5	2642.6	1.0068	0.83942	0.16058	0.32116	0.5512	True
CASC5_m40911192	CASC5	874/572.04	873.72/855.73	723.02	864.72	0.25787	45591	19810	1.0068	0.84298	0.15702	0.31405	0.54262	True
BIN1_p127834228	BIN1	356.24/261.9	276.76/523.69	309.07	400.23	0.37184	4449.8	8215.8	1.0057	0.84267	0.15733	0.31466	0.54355	True
AMIGO2_p47472635	AMIGO2	905.73/1245.7	1709.2/789.9	1075.7	1249.5	0.2159	57802	29894	1.0053	0.84262	0.15738	0.31476	0.54355	True
APTX_m32989853	APTX	1130.7/1156.1	1029.3/898.83	1143.4	964.05	-0.24595	323.07	31844	1.0052	0.1574	0.8426	0.3148	0.54355	False
ALX3_p110613013	ALX3	775.93/790.86	1064.3/797.47	783.4	930.88	0.24855	111.51	21525	1.0052	0.8426	0.1574	0.3148	0.54355	True
ATF5_m50434108	ATF5	663.43/418.69	466.03/372.81	541.06	419.42	-0.36663	29949	14672	1.0043	0.15763	0.84237	0.31525	0.54424	False
C19orf24_p1275610	C19orf24	328.83/189.53	328.62/355.92	259.18	342.27	0.39982	9702.4	6846.8	1.0041	0.84221	0.15779	0.31559	0.54425	True
C5orf15_m133304172	C5orf15	946.12/696.1	790.11/1154	821.11	972.04	0.24318	31254	22599	1.004	0.84232	0.15768	0.31537	0.54425	True
C1orf43_m154187010	C1orf43	0/310.14	53.149/132.82	155.07	92.982	-0.73175	48094	4022.4	1.004	0.1577	0.8423	0.31539	0.54425	False
ACO2_p41895844	ACO2	259.6/510.01	386.3/587.18	384.81	486.74	0.33824	31352	10309	1.0039	0.84228	0.15772	0.31543	0.54425	True
ANP32A_m69079791	ANP32A	334.6/168.86	449.82/217.28	251.73	333.55	0.40464	13736	6643	1.0039	0.84213	0.15787	0.31574	0.54432	True
ASPA_m3384921	ASPA	741.32/372.17	840.66/519.61	556.74	680.14	0.28834	68134	15113	1.0037	0.84225	0.15775	0.31551	0.54425	True
C5orf22_p31532496	C5orf22	474.5/532.41	814.74/426.41	503.46	620.57	0.30119	1676.9	13617	1.0036	0.84222	0.15778	0.31557	0.54425	True
C16orf95_p87349389	C16orf95	992.27/1001.1	922.98/1403.9	996.67	1163.4	0.22299	38.756	27621	1.0034	0.84216	0.15784	0.31567	0.5443	True
C10orf54_m73521777	C10orf54	74.997/354.94	199.63/380.97	214.97	290.3	0.43169	39184	5641.2	1.003	0.84173	0.15827	0.31653	0.54484	True
ATF5_p50434097	ATF5	783.14/625.45	454.36/675.73	704.3	565.04	-0.31732	12433	19279	1.0029	0.15795	0.84205	0.31589	0.5445	False
CCDC103_p42978352	CCDC103	1420.6/951.1	1291.1/1445.2	1185.9	1368.2	0.20617	1.1022e+05	33068	1.0026	0.84198	0.15802	0.31604	0.54465	True
ACVR1B_p52369255	ACVR1B	164.42/161.96	45.371/153.2	163.19	99.287	-0.71123	3.0087	4240.7	1.0024	0.15808	0.84192	0.31616	0.54477	False
ADRB1_m115803930	ADRB1	432.67/213.65	464.08/368.15	323.16	416.12	0.36373	23985	8604.2	1.0021	0.84181	0.15819	0.31637	0.54483	True
C3orf72_m138666291	C3orf72	627.38/503.12	474.45/407.77	565.25	441.11	-0.35703	7720	15352	1.0019	0.15819	0.84181	0.31638	0.54483	False
C6orf10_p32334053	C6orf10	1348.5/918.37	560.66/1350.3	1133.4	955.47	-0.24618	92509	31556	1.0018	0.15822	0.84178	0.31643	0.54483	False
BOD1_m173043302	BOD1	693.72/1397.4	1022.1/1410.3	1045.5	1216.2	0.21795	2.4756e+05	29025	1.0018	0.84178	0.15822	0.31644	0.54483	True
ARID3A_m929685	ARID3A	669.2/170.58	454.36/598.25	419.89	526.31	0.32519	1.2431e+05	11284	1.0018	0.84177	0.15823	0.31647	0.54483	True
C9orf91_m117379534	C9orf91	999.48/1092.4	876.96/873.78	1045.9	875.37	-0.25656	4316.4	29036	1.001	0.15842	0.84158	0.31685	0.5453	False
C5orf55_m442822	C5orf55	363.45/280.85	478.99/350.68	322.15	414.83	0.36381	3411	8576.2	1.0008	0.84151	0.15849	0.31699	0.54544	True
C20orf194_m3362109	C20orf194	2613.4/2481.1	2203.7/2350.5	2547.2	2277.1	-0.16167	8740.3	72994	0.99987	0.15869	0.84131	0.31737	0.54601	False
ALS2CR8_m203807583	ALS2CR8	928.81/489.34	785.57/911.07	709.07	848.32	0.25834	96568	19414	0.99936	0.84119	0.15881	0.31762	0.54625	True
APOBEC3B_m39381831	APOBEC3B	556.71/597.89	571.03/333.2	577.3	452.12	-0.35193	847.81	15691	0.99935	0.15881	0.84119	0.31762	0.54625	False
BCL10_p85741987	BCL10	481.71/796.03	481.58/532.43	638.87	507	-0.33294	49399	17427	0.99891	0.15892	0.84108	0.31784	0.54653	False
BRPF1_p9775911	BRPF1	70.67/298.08	42.779/189.32	184.38	116.05	-0.66334	25858	4812	0.99853	0.15901	0.84099	0.31802	0.54675	False
ALDH6A1_m74541690	ALDH6A1	628.82/580.66	348.06/605.24	604.74	476.65	-0.34274	1159.9	16464	0.99825	0.15908	0.84092	0.31816	0.54689	False
ACSS2_p33470688	ACSS2	863.91/603.06	690.29/1059.6	733.48	874.95	0.25412	34022	20107	0.99767	0.84078	0.15922	0.31844	0.54728	True
C10orf10_m45473420	C10orf10	634.59/496.23	420.01/463.69	565.41	441.85	-0.35503	9571.9	15356	0.99711	0.15936	0.84064	0.31871	0.54766	False
ARGFX_m121303893	ARGFX	474.5/510.01	429.73/325.05	492.26	377.39	-0.38247	630.56	13304	0.99592	0.15965	0.84035	0.31929	0.54855	False
A1CF_p52603829	A1CF	109.61/244.67	215.19/274.37	177.14	244.78	0.46435	9120.2	4616.6	0.99549	0.83952	0.16048	0.32096	0.55096	True
ARID1B_m157099127	ARID1B	37.498/79.259	81.02/111.84	58.379	96.432	0.71446	871.96	1462.7	0.995	0.8293	0.1707	0.3414	0.57046	True
C3orf30_p118865035	C3orf30	203.36/170.58	111.48/125.24	186.97	118.36	-0.65513	537.22	4882.1	0.99466	0.15995	0.84005	0.3199	0.54951	False
CAMK2D_p114680510	CAMK2D	119.71/20.676	84.261/139.81	70.191	112.03	0.66697	4903.5	1770.2	0.99449	0.83201	0.16799	0.33599	0.56617	True
BCL6B_p6927104	BCL6B	519.21/580.66	897.05/445.63	549.93	671.34	0.28732	1887.8	14921	0.9939	0.83986	0.16014	0.32027	0.55005	True
C11orf24_p68030273	C11orf24	1482.6/1206.1	1321.6/981.55	1344.4	1151.6	-0.22315	38232	37657	0.99353	0.16023	0.83977	0.32045	0.55027	False
C17orf80_p71231623	C17orf80	196.15/270.51	386.3/235.92	233.33	311.11	0.41353	2765.3	6140.8	0.99259	0.83931	0.16069	0.32138	0.55129	True
ACVR1C_p158443795	ACVR1C	1453.8/1013.1	1365/1470.3	1233.5	1417.7	0.20064	97088	34444	0.99248	0.83952	0.16048	0.32096	0.55096	True
BHLHE40_m5021457	BHLHE40	527.86/491.06	237.87/548.15	509.46	393.01	-0.37355	677.27	13786	0.9918	0.16065	0.83935	0.32129	0.55129	False
C11orf84_p63581196	C11orf84	1595.1/1895.3	2022.9/1027	1745.2	1524.9	-0.19453	45057	49341	0.99166	0.16068	0.83932	0.32137	0.55129	False
C7orf50_m1166914	C7orf50	530.75/205.04	568.44/364.08	367.89	466.26	0.34101	53043	9840.3	0.99158	0.83928	0.16072	0.32144	0.5513	True
ARL4C_p235405179	ARL4C	1295.1/1478.3	1144.6/1237.9	1386.7	1191.3	-0.21905	16782	38886	0.99134	0.16076	0.83924	0.32152	0.55134	False
BCL11B_m99724119	BCL11B	1321.1/928.71	1118.1/781.16	1124.9	949.62	-0.24414	76987	31310	0.99061	0.16094	0.83906	0.32188	0.5518	False
ALDH1A2_m58306069	ALDH1A2	227.88/372.17	200.93/222.52	300.02	211.73	-0.50088	10411	7967	0.99056	0.16095	0.83905	0.3219	0.5518	False
C2orf47_m200820556	C2orf47	1224.5/887.35	904.83/867.96	1055.9	886.39	-0.25221	56824	29323	0.98993	0.1611	0.8389	0.32221	0.55218	False
C3orf22_p126272197	C3orf22	1494.2/1109.6	1053.9/1172	1301.9	1113	-0.22601	73939	36425	0.98989	0.16111	0.83889	0.32223	0.55218	False
C11orf42_m6226863	C11orf42	1501.4/1480.1	1177.1/1399.2	1490.7	1288.1	-0.21058	227.1	41910	0.98958	0.16119	0.83881	0.32238	0.55234	False
C9orf123_p7799656	C9orf123	582.67/623.73	528.9/424.08	603.2	476.49	-0.33956	843.07	16421	0.98884	0.16137	0.83863	0.32274	0.55283	False
AKAP8L_p15521375	AKAP8L	569.69/1061.4	986.5/940.77	815.53	963.64	0.24047	1.2088e+05	22440	0.98867	0.83859	0.16141	0.32283	0.55283	True
C14orf119_m23566950	C14orf119	1081.7/1499	1455.1/1501.2	1290.4	1478.1	0.19587	87085	36091	0.98846	0.83854	0.16146	0.32293	0.5529	True
CALCOCO2_p46925490	CALCOCO2	797.56/1188.9	633.9/1024.7	993.22	829.28	-0.25997	76564	27522	0.98822	0.16152	0.83848	0.32305	0.55301	False
C6orf203_p107361392	C6orf203	90.862/174.02	99.817/54.175	132.44	76.996	-0.77476	3458	3416.2	0.98804	0.16157	0.83843	0.32313	0.55307	False
AUNIP_m26185769	AUNIP	1109.1/959.72	948.91/785.24	1034.4	867.07	-0.25431	11156	28705	0.98764	0.16166	0.83834	0.32333	0.55331	False
CCDC107_p35658415	CCDC107	823.52/523.8	625.47/989.71	673.66	807.59	0.26125	44918	18411	0.98705	0.83819	0.16181	0.32362	0.55371	True
C12orf39_p21680069	C12orf39	398.06/479	613.81/477.67	438.53	545.74	0.31489	3275.4	11803	0.9868	0.83812	0.16188	0.32375	0.55379	True
ATF2_p175983066	ATF2	1169.7/553.09	882.79/1144.1	861.38	1013.4	0.23429	1.9008e+05	23748	0.98672	0.83811	0.16189	0.32378	0.55379	True
C16orf96_m4606603	C16orf96	817.76/746.07	989.09/863.88	781.91	926.49	0.24448	2569.7	21483	0.98639	0.83803	0.16197	0.32394	0.5539	True
C9orf116_m138391575	C9orf116	328.83/399.74	302.69/231.26	364.29	266.98	-0.44692	2513.9	9740.4	0.98636	0.16198	0.83802	0.32395	0.5539	False
C11orf70_m101918305	C11orf70	157.21/444.54	371.4/406.6	300.87	389	0.36953	41280	7990.3	0.98588	0.83784	0.16216	0.32431	0.55425	True
C19orf45_p7565752	C19orf45	1612.4/494.51	811.5/958.25	1053.5	884.87	-0.25135	6.2488e+05	29253	0.98575	0.16213	0.83787	0.32426	0.55425	False
ALKBH4_m102105230	ALKBH4	532.19/484.17	457.6/789.9	508.18	623.75	0.29511	1153.1	13750	0.98561	0.83784	0.16216	0.32433	0.55425	True
C6orf48_m31805163	C6orf48	677.86/1130.3	854.27/642.52	904.08	748.4	-0.27231	1.0235e+05	24968	0.98523	0.16226	0.83774	0.32451	0.55448	False
C1orf116_p207196156	C1orf116	874/951.1	548.34/964.66	912.55	756.5	-0.27024	2972.3	25211	0.98283	0.16284	0.83716	0.32569	0.55639	False
ASXL2_p26029162	ASXL2	1091.8/1338.8	1005.9/1786.6	1215.3	1396.3	0.20013	30504	33919	0.98272	0.83713	0.16287	0.32575	0.55639	True
C7orf41_p30174868	C7orf41	369.22/267.07	375.28/80.388	318.14	227.84	-0.47988	5217.2	8465.7	0.98241	0.16295	0.83705	0.3259	0.55656	False
ACP1_p264954	ACP1	1243.2/1356	954.74/1269.9	1299.6	1112.3	-0.22433	6361.2	36359	0.98225	0.16299	0.83701	0.32597	0.5566	False
BCORL1_m129139263	BCORL1	1677.3/1288.8	1330/2037.1	1483.1	1683.6	0.1828	75474	41687	0.98189	0.83692	0.16308	0.32616	0.55681	True
C1orf111_m162346551	C1orf111	902.85/1273.3	994.92/1522.7	1088.1	1258.8	0.21011	68620	30249	0.98171	0.83688	0.16312	0.32624	0.55686	True
C11orf74_p36669575	C11orf74	842.27/618.56	816.68/366.41	730.42	591.54	-0.30377	25023	20020	0.98151	0.16317	0.83683	0.32634	0.55687	False
C19orf33_m38794915	C19orf33	885.54/1314.7	711.03/1145.8	1100.1	928.43	-0.24453	92072	30595	0.98147	0.16318	0.83682	0.32636	0.55687	False
ANAPC15_p71821597	ANAPC15	155.76/365.28	222.97/135.73	260.52	179.35	-0.53615	21949	6883.4	0.98126	0.16323	0.83677	0.32647	0.55696	False
BRAP_m112121035	BRAP	974.96/1071.7	863.35/852.81	1023.3	858.08	-0.25383	4680.7	28387	0.98084	0.16333	0.83667	0.32667	0.55721	False
C6orf52_m10687714	C6orf52	715.36/497.95	570.38/390.87	606.65	480.63	-0.33533	23632	16518	0.98059	0.1634	0.8366	0.3268	0.55733	False
C1orf54_m150246566	C1orf54	519.21/685.76	624.18/329.71	602.48	476.94	-0.33648	13869	16400	0.98031	0.16347	0.83653	0.32693	0.55746	False
ASXL1_p30954231	ASXL1	1003.8/761.57	884.74/1186.6	882.69	1035.7	0.23034	29338	24357	0.98021	0.83651	0.16349	0.32698	0.55746	True
BMI1_m22615421	BMI1	346.14/661.64	208.71/570.29	503.89	389.5	-0.37065	49769	13630	0.97985	0.16358	0.83642	0.32716	0.55767	False
C6orf132_p42110062	C6orf132	491.81/458.32	447.23/724.66	475.06	585.94	0.30207	560.63	12823	0.97917	0.83625	0.16375	0.3275	0.55816	True
BRAT1_m2593980	BRAT1	1670.1/1400.8	1283.4/1380.6	1535.5	1332	-0.20498	36265	43214	0.97894	0.1638	0.8362	0.32761	0.55821	False
BMPR2_p203329528	BMPR2	422.58/322.2	805.66/134.56	372.39	470.11	0.33538	5037.6	9965	0.97893	0.83618	0.16382	0.32765	0.55821	True
ARL6IP4_m123465031	ARL6IP4	685.07/272.24	244.36/490.48	478.65	367.42	-0.38064	85215	12923	0.9785	0.16391	0.83609	0.32782	0.55837	False
BARHL1_m135458341	BARHL1	673.53/706.44	526.31/584.85	689.98	555.58	-0.31206	541.39	18873	0.97834	0.16395	0.83605	0.3279	0.55837	False
C11orf53_m111154922	C11orf53	1890.8/1757.5	1849.2/1354.4	1824.1	1601.8	-0.18742	8886.3	51654	0.97833	0.16395	0.83605	0.32791	0.55837	False
C9orf64_m86571324	C9orf64	1221.6/1345.7	1233.4/1704.5	1283.6	1469	0.19442	7699.1	35896	0.97816	0.836	0.164	0.328	0.55842	True
C10orf12_p98741245	C10orf12	842.27/696.1	1044.8/777.67	769.19	911.25	0.24422	10684	21121	0.97752	0.83584	0.16416	0.32831	0.55887	True
AEN_m89169484	AEN	1302.4/877.01	1002.7/836.5	1089.7	919.6	-0.24458	90456	30295	0.97716	0.16424	0.83576	0.32849	0.55907	False
C6orf47_p31627647	C6orf47	478.83/301.53	457.6/522.52	390.18	490.06	0.32808	15718	10458	0.97672	0.83563	0.16437	0.32873	0.5593	True
ALOX5AP_p31318219	ALOX5AP	301.43/709.88	373.34/409.51	505.66	391.43	-0.36858	83417	13679	0.9767	0.16436	0.83564	0.32872	0.5593	False
ARHGEF2_p155938947	ARHGEF2	1487/978.67	992.98/1110.3	1232.8	1051.6	-0.22912	1.2918e+05	34425	0.9765	0.16441	0.83559	0.32881	0.55934	False
ARID5B_m63810684	ARID5B	181.72/232.61	94.631/177.09	207.17	135.86	-0.60504	1294.6	5429.2	0.97602	0.16453	0.83547	0.32906	0.55963	False
BIN1_m127834268	BIN1	552.38/180.92	624.83/301.75	366.65	463.29	0.33669	68993	9805.9	0.97589	0.83542	0.16458	0.32915	0.55963	True
AKIRIN2_p88411249	AKIRIN2	1029.8/732.28	658.53/799.22	881.02	728.88	-0.27317	44249	24309	0.97584	0.16457	0.83543	0.32914	0.55963	False
ALDH1A2_m58302882	ALDH1A2	362/296.36	298.8/542.33	329.18	420.57	0.3525	2154.7	8770.1	0.97581	0.83538	0.16462	0.32923	0.55967	True
AIF1_m31584119	AIF1	1223/642.68	695.48/856.89	932.86	776.18	-0.26495	1.684e+05	25792	0.97556	0.16464	0.83536	0.32928	0.55967	False
C10orf54_p73521758	C10orf54	757.18/883.91	666.96/680.97	820.54	673.96	-0.28353	8029.7	22583	0.97541	0.16468	0.83532	0.32936	0.5597	False
ADRM1_p60878704	ADRM1	268.26/651.3	373.34/329.13	459.78	351.23	-0.38755	73360	12396	0.97499	0.16478	0.83522	0.32956	0.55992	False
BSPRY_m116111928	BSPRY	139.9/353.22	353.25/297.09	246.56	325.17	0.39784	22753	6501.7	0.97489	0.83501	0.16499	0.32998	0.56028	True
ASF1A_m119215628	ASF1A	1099/892.52	1385.1/930.29	995.76	1157.7	0.2172	21315	27595	0.97488	0.83519	0.16481	0.32962	0.55992	True
C15orf61_p67813692	C15orf61	633.15/835.66	561.31/630.87	734.4	596.09	-0.30059	20506	20133	0.97481	0.16483	0.83517	0.32966	0.55992	False
APOBEC3F_m39439066	APOBEC3F	882.66/1387	1420.1/1195.9	1134.8	1308	0.20472	1.2719e+05	31596	0.97425	0.83503	0.16497	0.32993	0.56028	True
AKIRIN1_m39457245	AKIRIN1	458.64/771.91	897.7/584.85	615.27	741.28	0.26839	49071	16761	0.97327	0.83479	0.16521	0.33042	0.56089	True
ARID5A_m97213212	ARID5A	951.88/709.88	817.33/1138.8	830.88	978.08	0.23505	29283	22878	0.97317	0.83477	0.16523	0.33047	0.56089	True
AHNAK_p62303510	AHNAK	464.4/437.65	614.46/502.13	451.03	558.29	0.30721	358.01	12152	0.9731	0.83475	0.16525	0.33051	0.56089	True
C3orf72_m138666245	C3orf72	239.41/211.93	333.15/267.96	225.67	300.56	0.41182	377.65	5932.3	0.97227	0.83426	0.16574	0.33148	0.56196	True
ABL1_p133729441	ABL1	618.73/404.91	508.81/286.02	511.82	397.41	-0.36418	22859	13852	0.97208	0.1655	0.8345	0.33101	0.56162	False
ALOX5_m45869776	ALOX5	960.54/549.64	598.9/631.45	755.09	615.18	-0.29521	84418	20720	0.97198	0.16553	0.83447	0.33106	0.56162	False
ASCL3_m8959694	ASCL3	718.24/582.38	622.23/419.42	650.31	520.82	-0.31978	9229.1	17751	0.97188	0.16555	0.83445	0.33111	0.56162	False
C3orf67_p58870416	C3orf67	1489.8/1511.1	1828.5/1571.6	1500.5	1700.1	0.18006	225.58	42194	0.97165	0.83439	0.16561	0.33122	0.56172	True
