Gene	sgRNA	eff
C8orf74	C8orf74_sg4	1
C8orf76	C8orf76_sg1	1
C8orf76	C8orf76_sg2	1
C8orf76	C8orf76_sg3	1
C8orf76	C8orf76_sg4	1
C9orf116	C9orf116_sg1	1
C9orf116	C9orf116_sg2	1
C9orf116	C9orf116_sg3	1
C9orf116	C9orf116_sg4	1
C9orf117	C9orf117_sg1	1
C9orf117	C9orf117_sg2	1
C9orf117	C9orf117_sg3	1
C9orf117	C9orf117_sg4	1
C9orf123	C9orf123_sg1	1
C9orf123	C9orf123_sg2	1
C9orf123	C9orf123_sg3	1
C9orf123	C9orf123_sg4	1
C9orf135	C9orf135_sg1	1
C9orf135	C9orf135_sg2	1
C9orf135	C9orf135_sg3	1
C9orf135	C9orf135_sg4	1
C9orf142	C9orf142_sg1	1
C9orf142	C9orf142_sg2	1
C9orf142	C9orf142_sg3	1
C9orf142	C9orf142_sg4	1
C9orf153	C9orf153_sg1	1
C9orf153	C9orf153_sg2	1
C9orf153	C9orf153_sg3	1
C9orf153	C9orf153_sg4	1
C9orf3	C9orf3_sg1	1
C9orf3	C9orf3_sg2	1
C9orf3	C9orf3_sg3	1
C9orf3	C9orf3_sg4	1
C9orf37	C9orf37_sg1	1
C9orf37	C9orf37_sg2	1
C9orf37	C9orf37_sg3	1
C9orf37	C9orf37_sg4	1
C9orf50	C9orf50_sg1	1
C9orf50	C9orf50_sg2	1
C9orf50	C9orf50_sg3	1
C9orf50	C9orf50_sg4	1
C9orf64	C9orf64_sg1	1
C9orf64	C9orf64_sg2	1
C9orf64	C9orf64_sg3	1
C9orf64	C9orf64_sg4	1
C9orf66	C9orf66_sg1	1
C9orf66	C9orf66_sg2	1
C9orf66	C9orf66_sg3	1
C9orf66	C9orf66_sg4	1
C9orf69	C9orf69_sg1	1
C9orf69	C9orf69_sg2	1
C9orf69	C9orf69_sg3	1
C9orf69	C9orf69_sg4	1
C9orf72	C9orf72_sg1	1
C9orf72	C9orf72_sg2	1
C9orf72	C9orf72_sg3	1
C9orf72	C9orf72_sg4	1
C9orf9	C9orf9_sg1	1
C9orf9	C9orf9_sg2	1
C9orf9	C9orf9_sg3	1
C9orf9	C9orf9_sg4	1
C9orf91	C9orf91_sg1	1
C9orf91	C9orf91_sg2	1
C9orf91	C9orf91_sg3	1
C9orf91	C9orf91_sg4	1
C9orf96	C9orf96_sg1	1
C9orf96	C9orf96_sg2	1
C9orf96	C9orf96_sg3	1
C9orf96	C9orf96_sg4	1
CA9	CA9_sg1	1
CA9	CA9_sg2	1
CA9	CA9_sg3	1
CA9	CA9_sg4	1
CAB39L	CAB39L_sg1	1
CAB39L	CAB39L_sg2	1
CAB39L	CAB39L_sg3	1
CAB39L	CAB39L_sg4	1
CABLES1	CABLES1_sg1	1
CABLES1	CABLES1_sg2	1
CABLES1	CABLES1_sg3	1
CABLES1	CABLES1_sg4	1
CABP1	CABP1_sg1	1
CABP1	CABP1_sg2	1
CABP1	CABP1_sg3	1
CABP1	CABP1_sg4	1
CACUL1	CACUL1_sg1	1
CACUL1	CACUL1_sg2	1
CACUL1	CACUL1_sg3	1
CACUL1	CACUL1_sg4	1
CAD	CAD_sg1	1
CAD	CAD_sg2	1
CAD	CAD_sg3	1
CAD	CAD_sg4	1
CALCA	CALCA_sg1	1
CALCA	CALCA_sg2	1
CALCA	CALCA_sg3	1
CALCA	CALCA_sg4	1
CALCOCO2	CALCOCO2_sg1	1
CALCOCO2	CALCOCO2_sg2	1
CALCOCO2	CALCOCO2_sg3	1
CALCOCO2	CALCOCO2_sg4	1
CALML6	CALML6_sg1	1
CALML6	CALML6_sg2	1
CALML6	CALML6_sg3	1
CALML6	CALML6_sg4	1
CALR	CALR_sg1	1
CALR	CALR_sg2	1
CALR	CALR_sg3	1
CALR	CALR_sg4	1
CAMK1D	CAMK1D_sg1	1
CAMK1D	CAMK1D_sg2	1
CAMK1D	CAMK1D_sg3	1
CAMK1D	CAMK1D_sg4	1
CAMK1G	CAMK1G_sg1	1
CAMK1G	CAMK1G_sg2	1
CAMK1G	CAMK1G_sg3	1
CAMK1G	CAMK1G_sg4	1
CAMK2A	CAMK2A_sg1	1
CAMK2A	CAMK2A_sg2	1
CAMK2A	CAMK2A_sg3	1
CAMK2A	CAMK2A_sg4	1
CAMK2G	CAMK2G_sg1	1
CAMK2G	CAMK2G_sg2	1
CAMK2G	CAMK2G_sg3	1
CAMK2G	CAMK2G_sg4	1
CAMK2N2	CAMK2N2_sg1	1
CAMK2N2	CAMK2N2_sg2	1
CAMK2N2	CAMK2N2_sg3	1
CAMK2N2	CAMK2N2_sg4	1
CAMKK1	CAMKK1_sg1	1
CAMKK1	CAMKK1_sg2	1
CAMKK1	CAMKK1_sg3	1
CAMKK1	CAMKK1_sg4	1
CAND1	CAND1_sg1	1
CAND1	CAND1_sg2	1
CAND1	CAND1_sg3	1
CAND1	CAND1_sg4	1
CAND2	CAND2_sg1	1
CAND2	CAND2_sg2	1
CAND2	CAND2_sg3	1
CAND2	CAND2_sg4	1
CAPG	CAPG_sg1	1
CAPG	CAPG_sg2	1
CAPG	CAPG_sg3	1
CAPG	CAPG_sg4	1
CAPN3	CAPN3_sg1	1
CAPN3	CAPN3_sg2	1
CAPN3	CAPN3_sg3	1
CAPN3	CAPN3_sg4	1
CAPN7	CAPN7_sg1	1
CAPN7	CAPN7_sg2	1
CAPN7	CAPN7_sg3	1
CAPN7	CAPN7_sg4	1
CARD8	CARD8_sg1	1
CARD8	CARD8_sg2	1
CARD8	CARD8_sg3	1
CARD8	CARD8_sg4	1
CARM1	CARM1_sg1	1
CARM1	CARM1_sg2	1
CARM1	CARM1_sg3	1
CARM1	CARM1_sg4	1
CASC3	CASC3_sg1	1
CASC3	CASC3_sg2	1
CASC3	CASC3_sg3	1
CASC3	CASC3_sg4	1
CASC5	CASC5_sg1	1
CASC5	CASC5_sg2	1
CASC5	CASC5_sg3	1
CASC5	CASC5_sg4	1
CASK	CASK_sg1	1
CASK	CASK_sg2	1
CASK	CASK_sg3	1
CASK	CASK_sg4	1
CASP2	CASP2_sg1	1
CASP2	CASP2_sg2	1
CASP2	CASP2_sg3	1
CASP2	CASP2_sg4	1
CASP3	CASP3_sg1	1
CASP3	CASP3_sg2	1
CASP3	CASP3_sg3	1
CASP3	CASP3_sg4	1
CASP6	CASP6_sg1	1
CASP6	CASP6_sg2	1
CASP6	CASP6_sg3	1
CASP6	CASP6_sg4	1
CASP8	CASP8_sg1	1
CASP8	CASP8_sg2	1
CASP8	CASP8_sg3	1
CASP8	CASP8_sg4	1
CAV2	CAV2_sg1	1
CAV2	CAV2_sg2	1
CAV2	CAV2_sg3	1
CAV2	CAV2_sg4	1
CBLB	CBLB_sg1	1
CBLB	CBLB_sg2	1
CBLB	CBLB_sg3	1
CBLB	CBLB_sg4	1
CBLC	CBLC_sg1	1
CBLC	CBLC_sg2	1
CBLC	CBLC_sg3	1
CBLC	CBLC_sg4	1
CBX2	CBX2_sg1	1
CBX2	CBX2_sg2	1
CBX2	CBX2_sg3	1
CBX2	CBX2_sg4	1
CBX4	CBX4_sg1	1
CBX4	CBX4_sg2	1
CBX4	CBX4_sg3	1
CBX4	CBX4_sg4	1
CBX7	CBX7_sg1	1
CBX7	CBX7_sg2	1
CBX7	CBX7_sg3	1
CBX7	CBX7_sg4	1
CBX8	CBX8_sg1	1
CBX8	CBX8_sg2	1
CBX8	CBX8_sg3	1
CBX8	CBX8_sg4	1
CC2D1B	CC2D1B_sg1	1
CC2D1B	CC2D1B_sg2	1
CC2D1B	CC2D1B_sg3	1
CC2D1B	CC2D1B_sg4	1
CCAR1	CCAR1_sg1	1
CCAR1	CCAR1_sg2	1
CCAR1	CCAR1_sg3	1
CCAR1	CCAR1_sg4	1
CCDC102A	CCDC102A_sg1	1
CCDC102A	CCDC102A_sg2	1
CCDC102A	CCDC102A_sg3	1
CCDC102A	CCDC102A_sg4	1
CCDC103	CCDC103_sg1	1
CCDC103	CCDC103_sg2	1
CCDC103	CCDC103_sg3	1
CCDC103	CCDC103_sg4	1
CCDC105	CCDC105_sg1	1
CCDC105	CCDC105_sg2	1
CCDC105	CCDC105_sg3	1
CCDC105	CCDC105_sg4	1
CCDC106	CCDC106_sg1	1
CCDC106	CCDC106_sg2	1
CCDC106	CCDC106_sg3	1
CCDC106	CCDC106_sg4	1
CCDC107	CCDC107_sg1	1
CCDC107	CCDC107_sg2	1
CCDC107	CCDC107_sg3	1
CCDC107	CCDC107_sg4	1
CCDC109B	CCDC109B_sg1	1
CCDC109B	CCDC109B_sg2	1
CCDC109B	CCDC109B_sg3	1
CCDC109B	CCDC109B_sg4	1
CCDC11	CCDC11_sg1	1
CCDC11	CCDC11_sg2	1
CCDC11	CCDC11_sg3	1
CCDC11	CCDC11_sg4	1
CCDC113	CCDC113_sg1	1
CCDC113	CCDC113_sg2	1
CCDC113	CCDC113_sg3	1
CCDC113	CCDC113_sg4	1
CCDC115	CCDC115_sg1	1
CCDC115	CCDC115_sg2	1
CCDC115	CCDC115_sg3	1
CCDC115	CCDC115_sg4	1
CCDC116	CCDC116_sg1	1
CCDC116	CCDC116_sg2	1
CCDC116	CCDC116_sg3	1
CCDC116	CCDC116_sg4	1
CDK1	CDK1_sg1	1
CDK1	CDK1_sg2	1
CDK1	CDK1_sg3	1
CDK1	CDK1_sg4	1
CHEK1	CHEK1_sg1	1
CHEK1	CHEK1_sg2	1
CHEK1	CHEK1_sg3	1
CHEK1	CHEK1_sg4	1
CHEK2	CHEK2_sg1	1
CHEK2	CHEK2_sg2	1
CHEK2	CHEK2_sg3	1
CHEK2	CHEK2_sg4	1
DYNLL1	DYNLL1_sg1	1
DYNLL1	DYNLL1_sg2	1
DYNLL1	DYNLL1_sg3	1
DYNLL1	DYNLL1_sg4	1
EEF2	EEF2_sg1	1
EEF2	EEF2_sg2	1
EEF2	EEF2_sg3	1
EEF2	EEF2_sg4	1
EIF3A	EIF3A_sg1	1
EIF3A	EIF3A_sg2	1
EIF3A	EIF3A_sg3	1
EIF3A	EIF3A_sg4	1
EXO1	EXO1_sg1	1
EXO1	EXO1_sg2	1
EXO1	EXO1_sg3	1
EXO1	EXO1_sg4	1
FAM35A	FAM35A_sg1	1
FAM35A	FAM35A_sg2	1
FAM35A	FAM35A_sg3	1
FAM35A	FAM35A_sg4	1
FANCA	FANCA_sg1	1
FANCA	FANCA_sg2	1
FANCA	FANCA_sg3	1
FANCA	FANCA_sg4	1
FANCB	FANCB_sg1	1
FANCB	FANCB_sg2	1
FANCB	FANCB_sg3	1
FANCB	FANCB_sg4	1
FANCC	FANCC_sg1	1
FANCC	FANCC_sg2	1
FANCC	FANCC_sg3	1
FANCC	FANCC_sg4	1
FANCD2	FANCD2_sg1	1
FANCD2	FANCD2_sg2	1
FANCD2	FANCD2_sg3	1
FANCD2	FANCD2_sg4	1
FANCE	FANCE_sg1	1
FANCE	FANCE_sg2	1
FANCE	FANCE_sg3	1
FANCE	FANCE_sg4	1
FANCF	FANCF_sg1	1
FANCF	FANCF_sg2	1
FANCF	FANCF_sg3	1
FANCF	FANCF_sg4	1
FANCI	FANCI_sg1	1
FANCI	FANCI_sg2	1
FANCI	FANCI_sg3	1
FANCI	FANCI_sg4	1
FANCL	FANCL_sg1	1
FANCL	FANCL_sg2	1
FANCL	FANCL_sg3	1
FANCL	FANCL_sg4	1
FANCM	FANCM_sg1	1
FANCM	FANCM_sg2	1
FANCM	FANCM_sg3	1
FANCM	FANCM_sg4	1
H2AFX	H2AFX_sg1	1
H2AFX	H2AFX_sg2	1
H2AFX	H2AFX_sg3	1
H2AFX	H2AFX_sg4	1
MAD2L2	MAD2L2_sg1	1
MAD2L2	MAD2L2_sg2	1
MAD2L2	MAD2L2_sg3	1
MAD2L2	MAD2L2_sg4	1
MRE11	MRE11_sg1	1
MRE11	MRE11_sg2	1
MRE11	MRE11_sg3	1
MRE11	MRE11_sg4	1
NBN	NBN_sg1	1
NBN	NBN_sg2	1
NBN	NBN_sg3	1
NBN	NBN_sg4	1
PALB2	PALB2_sg1	1
PALB2	PALB2_sg2	1
PALB2	PALB2_sg3	1
PALB2	PALB2_sg4	1
PARP1	PARP1_sg1	1
PARP1	PARP1_sg2	1
PARP1	PARP1_sg3	1
PARP1	PARP1_sg4	1
PARP2	PARP2_sg1	1
PARP2	PARP2_sg2	1
PARP2	PARP2_sg3	1
PARP2	PARP2_sg4	1
PAXIP1	PAXIP1_sg1	1
PAXIP1	PAXIP1_sg2	1
PAXIP1	PAXIP1_sg3	1
PAXIP1	PAXIP1_sg4	1
PCNA	PCNA_sg1	1
PCNA	PCNA_sg2	1
PCNA	PCNA_sg3	1
PCNA	PCNA_sg4	1
POLR2A	POLR2A_sg1	1
POLR2A	POLR2A_sg2	1
POLR2A	POLR2A_sg3	1
POLR2A	POLR2A_sg4	1
PSMD1	PSMD1_sg1	1
PSMD1	PSMD1_sg2	1
PSMD1	PSMD1_sg3	1
PSMD1	PSMD1_sg4	1
RAD50	RAD50_sg1	1
RAD50	RAD50_sg2	1
RAD50	RAD50_sg3	1
RAD50	RAD50_sg4	1
RAD51	RAD51_sg1	1
RAD51	RAD51_sg2	1
RAD51	RAD51_sg3	1
RAD51	RAD51_sg4	1
RAD51B	RAD51B_sg1	1
RAD51B	RAD51B_sg2	1
RAD51B	RAD51B_sg3	1
RAD51B	RAD51B_sg4	1
RAD51C	RAD51C_sg1	1
RAD51C	RAD51C_sg2	1
RAD51C	RAD51C_sg3	1
RAD51C	RAD51C_sg4	1
RAD51D	RAD51D_sg1	1
RAD51D	RAD51D_sg2	1
RAD51D	RAD51D_sg3	1
RAD51D	RAD51D_sg4	1
RBBP8	RBBP8_sg1	1
RBBP8	RBBP8_sg2	1
RBBP8	RBBP8_sg3	1
RBBP8	RBBP8_sg4	1
REV7	REV7_sg1	1
REV7	REV7_sg2	1
REV7	REV7_sg3	1
REV7	REV7_sg4	1
RIF1	RIF1_sg1	1
RIF1	RIF1_sg2	1
RIF1	RIF1_sg3	1
RIF1	RIF1_sg4	1
RNF168	RNF168_sg1	1
RNF168	RNF168_sg2	1
RNF168	RNF168_sg3	1
RNF168	RNF168_sg4	1
RNF8	RNF8_sg1	1
RNF8	RNF8_sg2	1
RNF8	RNF8_sg3	1
RNF8	RNF8_sg4	1
RPA1	RPA1_sg1	1
RPA1	RPA1_sg2	1
RPA1	RPA1_sg3	1
RPA1	RPA1_sg4	1
RPL11	RPL11_sg1	1
RPL11	RPL11_sg2	1
RPL11	RPL11_sg3	1
RPL11	RPL11_sg4	1
RPL5	RPL5_sg1	1
RPL5	RPL5_sg2	1
RPL5	RPL5_sg3	1
RPL5	RPL5_sg4	1
RPS19	RPS19_sg1	1
RPS19	RPS19_sg2	1
RPS19	RPS19_sg3	1
RPS19	RPS19_sg4	1
SEC61A1	SEC61A1_sg1	1
SEC61A1	SEC61A1_sg2	1
SEC61A1	SEC61A1_sg3	1
SEC61A1	SEC61A1_sg4	1
SHLD1	SHLD1_sg1	1
SHLD1	SHLD1_sg2	1
SHLD1	SHLD1_sg3	1
SHLD1	SHLD1_sg4	1
SHLD2	SHLD2_sg1	1
SHLD2	SHLD2_sg2	1
SHLD2	SHLD2_sg3	1
SHLD2	SHLD2_sg4	1
SHLD3	SHLD3_sg1	1
SHLD3	SHLD3_sg2	1
SHLD3	SHLD3_sg3	1
SHLD3	SHLD3_sg4	1
TP53BP1	TP53BP1_sg1	1
TP53BP1	TP53BP1_sg2	1
TP53BP1	TP53BP1_sg3	1
TP53BP1	TP53BP1_sg4	1
UBA1	UBA1_sg1	1
UBA1	UBA1_sg2	1
UBA1	UBA1_sg3	1
UBA1	UBA1_sg4	1
WRN	WRN_sg1	1
WRN	WRN_sg2	1
WRN	WRN_sg3	1
WRN	WRN_sg4	1
XRCC2	XRCC2_sg1	1
XRCC2	XRCC2_sg2	1
XRCC2	XRCC2_sg3	1
XRCC2	XRCC2_sg4	1
XRCC3	XRCC3_sg1	1
XRCC3	XRCC3_sg2	1
XRCC3	XRCC3_sg3	1
XRCC3	XRCC3_sg4	1
