id	Score	FDR	LogFDR	EntrezID	Symbol	HumanGene
BAIAP2L1	0.16313	0.982282	0.00776381418625162	55971	BAIAP2L1	BAIAP2L1
ADRBK1	0.42894	0.43651	0.360005802599712	156	ADRBK1	ADRBK1
BSN	0.0093486	0.88567	0.0527280657829843	8927	BSN	BSN
ANK3	0.11212	0.57808	0.238012055776053	288	ANK3	ANK3
BLVRB	0.30782	0.686974	0.163059699432742	645	BLVRB	BLVRB
ADRA1A	0.0012515	0.57808	0.238012055776053	148	ADRA1A	ADRA1A
ASCL2	0.30652	0.77408	0.111214153318214	430	ASCL2	ASCL2
BLCAP	-0.054504	0.999965	1.52005728781941e-05	10904	BLCAP	BLCAP
BBS9	0.092982	0.999995	2.1714778382296e-06	27241	BBS9	BBS9
ABL2	0.22433	0.928561	0.0321895608598947	27	ABL2	ABL2
BMX	0.43132	0.257135	0.589838805222862	660	BMX	BMX
ADARB2	0.43682	0.57808	0.238012055776053	105	ADARB2	ADARB2
C1orf116	0.38256	0.57808	0.238012055776053	79098	C1orf116	C1orf116
C9orf69	0.4727	0.211071	0.675571432278066	90120	C9orf69	C9orf69
C12orf50	0.16971	0.982282	0.00776381418625162	160419	C12orf50	C12orf50
C12orf75	0.060514	0.999995	2.1714778382296e-06	387882	C12orf75	C12orf75
BHLHB9	0.32106	0.88567	0.0527280657829843	80823	BHLHB9	BHLHB9
ANAPC16	0.49795	0.239528	0.620643711749543	119504	ANAPC16	ANAPC16
AMIGO2	0.19332	0.975794	0.0106418566223	347902	AMIGO2	AMIGO2
CBX8	0.19382	0.944193	0.0249392236385517	57332	CBX8	CBX8
C9orf9	0.20066	0.507735	0.294362898082595	11092	C9orf9	C9orf9
C13orf45	0.10908	0.975794	0.0106418566223	729420	C13orf45	C13orf45
C19orf81	0.14017	0.917605	0.0373442286437402	342918	C19orf81	C19orf81
C5orf24	0.031558	0.999995	2.1714778382296e-06	134553	C5orf24	C5orf24
BCAT1	0.25816	0.88567	0.0527280657829843	586	BCAT1	BCAT1
C14orf105	0.47651	0.686974	0.163059699432742	55195	C14orf105	C14orf105
C10orf118	0.14507	0.975794	0.0106418566223	55088	C10orf118	C10orf118
ARID4A	0.20532	0.74456	0.128100299095198	5926	ARID4A	ARID4A
ADCK2	0.060416	0.999995	2.1714778382296e-06	90956	ADCK2	ADCK2
C8orf74	0.31766	0.88567	0.0527280657829843	203076	C8orf74	C8orf74
C22orf15	0.21598	0.913341	0.0393670463769532	150248	C22orf15	C22orf15
C1orf64	0.45169	0.402268	0.395484513727941	149563	C1orf64	C1orf64
CCBL1	0.12847	0.99512	0.00212454518849806	883	CCBL1	CCBL1
BDH1	0.5183	0.660867	0.17988593382441	622	BDH1	BDH1
APOBEC3C	0.00064886	0.999995	2.1714778382296e-06	27350	APOBEC3C	APOBEC3C
AKT1	0.28074	0.754702	0.122224499103854	207	AKT1	AKT1
C14orf79	0.0082967	0.999995	2.1714778382296e-06	122616	C14orf79	C14orf79
C14orf132	0.1458	0.933278	0.0299889715992716	56967	C14orf132	C14orf132
C8orf44	0.028186	0.999995	2.1714778382296e-06	56260	C8orf44	C8orf44
C16orf95	0.12265	0.994732	0.00229391081077958	100506581	C16orf95	C16orf95
ADCK3	0.40855	0.632109	0.199208026121357	56997	ADCK3	ADCK3
BEX1	0.26976	0.705966	0.151216214483539	55859	BEX1	BEX1
C11orf80	0.09157	0.999995	2.1714778382296e-06	79703	C11orf80	C11orf80
CASP14	0.14185	0.658465	0.181467304545534	23581	CASP14	CASP14
AKT3	0.25613	0.825419	0.0833255384872128	10000	AKT3	AKT3
CCDC102A	0.19139	0.999995	2.1714778382296e-06	92922	CCDC102A	CCDC102A
C16orf74	0.048534	0.999995	2.1714778382296e-06	404550	C16orf74	C16orf74
C20orf195	-0.090224	0.999965	1.52005728781941e-05	79025	C20orf195	C20orf195
ATM	0.43063	0.43651	0.360005802599712	472	ATM	ATM
ANXA1	0.24045	0.982282	0.00776381418625162	301	ANXA1	ANXA1
C9orf64	0.095141	0.88567	0.0527280657829843	84267	C9orf64	C9orf64
C10orf90	0.23059	0.982282	0.00776381418625162	118611	C10orf90	C10orf90
ADNP	0.4239	0.43651	0.360005802599712	23394	ADNP	ADNP
CASP6	0.054717	0.999995	2.1714778382296e-06	839	CASP6	CASP6
BNC2	0.65331	0.211071	0.675571432278066	54796	BNC2	BNC2
C4orf6	0.23349	0.988054	0.00521931931808639	10141	C4orf6	C4orf6
ADNP2	0.18155	0.58521	0.232688261310033	22850	ADNP2	ADNP2
ADCK1	0.37954	0.402268	0.395484513727941	57143	ADCK1	ADCK1
ATF7IP	0.24273	0.826088	0.0829736864826069	55729	ATF7IP	ATF7IP
C6orf118	0.24048	0.754702	0.122224499103854	168090	C6orf118	C6orf118
AGTPBP1	0.084839	0.686974	0.163059699432742	23287	AGTPBP1	AGTPBP1
ACVR1	0.2937	0.754702	0.122224499103854	90	ACVR1	ACVR1
ANKRD1	0.44336	0.507735	0.294362898082595	27063	ANKRD1	ANKRD1
BACH1	0.065756	0.870091	0.0604353235525252	571	BACH1	BACH1
CAMKK2	0.17026	0.85605	0.0675008683953606	10645	CAMKK2	CAMKK2
ARHGAP19	0.30631	0.87828	0.0563670067941922	84986	ARHGAP19	ARHGAP19
APBB2	0.30293	0.754702	0.122224499103854	323	APBB2	APBB2
C10orf113	0.481	0.658465	0.181467304545534	10529	C10orf113	C10orf113
ANKRD30A	0.086882	0.999995	2.1714778382296e-06	91074	ANKRD30A	ANKRD30A
C5orf28	0.10502	0.999995	2.1714778382296e-06	64417	C5orf28	C5orf28
C11orf70	0.22853	0.933278	0.0299889715992716	85016	C11orf70	C11orf70
ATE1	0.14332	0.913341	0.0393670463769532	11101	ATE1	ATE1
C18orf54	0.11547	0.975794	0.0106418566223	162681	C18orf54	C18orf54
C19orf18	0.14132	0.999995	2.1714778382296e-06	147685	C19orf18	C19orf18
APP	0.36856	0.686974	0.163059699432742	351	APP	APP
AGAP3	0.42774	0.402268	0.395484513727941	116988	AGAP3	AGAP3
ATXN1L	0.23327	0.754702	0.122224499103854	342371	ATXN1L	ATXN1L
AKAP6	0.2343	0.88567	0.0527280657829843	9472	AKAP6	AKAP6
BRSK2	0.40773	0.211071	0.675571432278066	9024	BRSK2	BRSK2
C10orf67	0.30403	0.746598	0.126913177803938	256815	C10orf67	C10orf67
BRE	0.40097	0.211071	0.675571432278066	9577	BRE	BRE
CASP2	0.25577	0.402268	0.395484513727941	835	CASP2	CASP2
CAMKV	0.32365	0.211071	0.675571432278066	79012	CAMKV	CAMKV
AES	0.28395	0.715915	0.145138538058514	166	AES	AES
ANKRD34B	0.345	0.686974	0.163059699432742	340120	ANKRD34B	ANKRD34B
BUB1	0.34353	0.686974	0.163059699432742	699	BUB1	BUB1
CASK	0.36678	0.57808	0.238012055776053	8573	CASK	CASK
C3orf55	0.28798	0.754702	0.122224499103854	152078	C3orf55	C3orf55
BRDT	0.257	0.705972	0.151212523433519	676	BRDT	BRDT
BMPR1A	0.38912	0.686974	0.163059699432742	657	BMPR1A	BMPR1A
AMER1	0.2839	0.692315	0.159696258672175	139285	AMER1	AMER1
C1orf174	0.34417	0.85605	0.0675008683953606	339448	C1orf174	C1orf174
CAMK1D	0.22347	0.69916	0.155423426306433	57118	CAMK1D	CAMK1D
ARAF	0.37009	0.402268	0.395484513727941	369	ARAF	ARAF
ARL8B	0.20236	0.999995	2.1714778382296e-06	55207	ARL8B	ARL8B
C9orf57	0.4248	0.57808	0.238012055776053	138240	C9orf57	C9orf57
C5orf52	0.35735	0.43651	0.360005802599712	100190949	C5orf52	C5orf52
ACVR1C	0.36497	0.43651	0.360005802599712	130399	ACVR1C	ACVR1C
CASP8	0.46173	0.100248	0.998924283023273	841	CASP8	CASP8
CAMK1G	0.45035	0.090759	1.04211029790031	57172	CAMK1G	CAMK1G
C7orf34	0.45211	0.090759	1.04211029790031	135927	C7orf34	C7orf34
BIN1	0.49656	0.090759	1.04211029790031	274	BIN1	BIN1
